id,SalePrice
2473,173678.04530764214
295,162422.7543878224
293,251530.7996606186
859,116135.76846558486
288,23286.127023118635
1578,163096.0080680634
102,168352.41300742785
2831,190078.20030953374
1030,191060.9264572405
2551,156168.28903525008
1286,146968.58549514602
958,282471.1948028122
776,121139.1203342591
72,232800.6906009364
2263,252072.69708333764
1866,143765.0041873001
2876,50092.158722055785
2146,276057.39210341347
103,159189.2191368766
1500,157921.16587470617
492,207925.18475704108
167,133664.51633528652
2597,112068.39053221239
2685,104276.09513075167
1035,170173.76830621992
1220,59653.109517501216
2602,153035.93741351
2159,217630.12958202075
695,129082.83079164782
1109,248489.26486391158
640,173078.45500803797
1652,141890.40751346
2090,233748.88525737802
1188,208416.76923808127
2345,293646.31738761265
1059,353423.325937776
2751,239574.73187257955
128,268580.5919633544
1523,161070.95321168186
2925,170846.55679765382
2145,298123.2497090498
1121,226400.369556093
566,321560.50038647465
565,259184.28406230692
1331,139413.7911097277
2928,128787.3282200571
156,137653.7580861224
797,161758.7384386403
327,83645.18926828896
2859,146292.92716084135
1453,124887.34175543803
1762,308025.6345885774
1868,252240.06160287536
1760,209913.98648836507
1113,255541.50583041005
1812,205699.35787489027
117,165763.6142946683
1142,233042.45382334507
2342,332001.86713702383
927,141975.63126611785
2478,211198.74407696494
655,66431.82570844045
2064,129405.8859019793
369,240783.67408509683
2239,106618.75204370184
2732,212799.59728257483
1653,176518.5621476219
959,217712.7966236655
2395,299010.7578761005
1412,104605.33803013424
271,267177.4477083918
1484,150644.4965313725
1497,166399.1135629443
552,184630.27860879837
2,126772.14972131442
1855,319394.96454109385
4,267225.80108107236
2292,139435.09166710096
134,165472.6670166057
646,106066.48254188003
42,279069.49734118127
532,231029.33730730216
713,49760.20870801859
2561,127035.56381395919
2360,137945.06565526972
1333,120151.94697785111
1407,248858.39265275432
2892,287912.5755666883
574,210493.31961717666
1227,212880.9273201809
2591,248547.73005233804
1476,226885.2013305898
1125,262215.55710264295
1446,149704.9050720855
408,128519.09850719891
1101,268857.56846975937
2251,193104.42358047157
373,195163.8819810969
2554,140375.0069035689
2382,264152.4819716196
1985,57060.70124778614
519,220052.8163378132
1093,210888.62530364963
864,262912.1131134206
2889,133137.5770935148
2308,198149.97482984213
986,187728.49776735253
1302,132545.73818740324
585,168900.04559486118
2708,168800.43261634556
147,129797.65619659895
1441,227968.81883820434
383,217101.61232077528
285,174336.82929013346
181,112344.00424843153
358,202001.57704326685
780,223778.7541701372
258,209955.79041822543
1865,244753.66785274126
692,128338.40845031194
2902,325594.0572282355
508,264837.97830545524
2638,164076.52361963145
36,145756.3722313912
611,188194.99567163954
2281,109639.18869879331
1678,103130.196838281
1696,379359.77033435705
1557,77287.02780074588
2180,157130.1583655301
1726,219443.53530031233
951,152599.96077134687
267,243837.12635386246
2706,146801.22545165155
2221,251501.76030988948
1357,168052.78885813119
2901,304234.0251938297
347,201608.17590860897
2164,199357.7603382188
1586,291903.40283639845
360,166163.51027401543
1769,249125.0469380913
2617,198989.09239231117
1879,125854.99981661464
991,263639.08194910316
1535,103340.9678983634
1191,152009.61652756078
1579,200744.72909940677
1882,129760.89928447828
1510,123663.79630374315
2196,188345.25223502584
1845,166077.12940053392
2336,340560.95418459445
942,69734.02881868795
861,136216.0044445267
2555,104254.06243233077
1392,167705.29303350882
2099,263406.2628993283
1543,131378.54677994846
948,309225.9347799213
1239,207682.0094691663
22,171682.14170490787
2796,236125.78628986384
2747,174057.84620047218
92,272975.07216132246
210,199202.0111521373
1858,219805.8069984937
2228,177579.3533796857
447,230900.48536062418
827,248338.94454881627
1649,216116.32600566244
682,151863.78061616706
2698,104588.10847775669
494,191003.68489296458
214,58551.79895994923
2441,262274.4063407442
2679,104084.37793215133
1336,109987.4960358929
465,197160.16228469886
1524,128756.70518790875
2543,85477.83080445946
631,147723.22628043318
2452,288070.7342215293
228,153866.02829720714
126,146465.80408111977
1092,230329.28587020544
1122,210620.74955115584
932,226513.86116516692
1980,81187.15521859717
2171,100828.891296814
551,171838.659064551
2768,170026.04435260594
2056,94325.78114925779
1159,345157.95535517286
2645,85853.3512711992
1174,152334.55262824954
2266,221360.60387705202
2462,369939.92583835486
1219,155154.3161748628
2922,176113.2425808367
118,142520.67319856855
474,184059.0860741578
2576,164989.92443389288
872,282911.9785565507
1077,221322.86112302815
1536,143304.99003216563
1150,111124.3511990427
2341,285426.98954636464
1931,167345.34425504258
2785,119457.33512436348
2538,126016.45509685602
597,218322.18664432294
464,195678.97806352124
233,261140.46373828585
2169,120480.55044083437
2123,167514.83667443853
1867,168508.73208617934
137,290677.7641397772
515,235161.66117460714
933,133197.6633350518
2784,178654.09201358663
972,175319.1080334215
599,171463.73286865282
2614,121866.76794287753
2582,122332.57463480244
1409,166420.49326753596
175,79442.30044948887
352,227478.46286335224
976,96173.7716508868
2134,215191.08880899235
984,105646.42078168961
2396,318828.04125197185
1673,149137.71514969296
404,129455.79772612339
607,166642.07700208368
814,141777.0341789724
868,202206.7745281399
2271,206834.91659946408
1633,223622.0699782814
337,169815.3330869796
2765,190410.01446676758
1746,238099.77883999923
368,311449.03514723177
2806,211510.02913344814
1662,195970.92644350923
1234,224773.1288467198
1373,136140.42066882417
1672,96842.1857634482
1939,97291.62154789113
